device_id,latitude,longitude,snapshot_datetime,file_name,meta-data,collector_id,destination_request_id
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:06:42.373120,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:06:47.379586,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:06:52.473970,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:06:57.308858,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:02.335482,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:07.301313,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:12.324396,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:17.306656,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:22.295105,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:27.295483,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:32.314547,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:37.304209,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:42.354204,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:47.281990,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:52.359426,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:07:57.300053,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:08:02.317911,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:08:07.243096,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:08:12.323097,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:08:17.279115,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
fe175d9955fced88,30.0423134,31.3364203,2022-01-05 16:08:22.278425,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:28:47.843047,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:28:51.418657,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:28:56.319108,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:01.489270,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:06.486555,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:11.391414,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:16.383063,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:21.378353,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:26.421735,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:31.438050,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:36.583249,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:41.411792,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:46.452137,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:51.381276,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:29:56.422072,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:30:01.621543,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:30:06.341919,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
b8e1d679ea29c711,27.2040339,31.1748041,2022-01-05 16:30:11.404427,tagaddod-d8ffe--MsZkGFSCtYxntenMuVF-export ,,,
